10,0.0,0.0
14,0.0,0.0
19,0.0,0.9951591491699219
21,0.0,0.0
26,0.0,0.0
60,0.9984970092773438,0.0
199,1.9946098327636719,1.9962787628173828
200,0.9970664978027344,0.9965896606445312
214,0.9965896606445312,0.995635986328125
271,1.9953250885009766,1.9948482513427734
299,2.990245819091797,1.9955635070800781
332,2.992391586303711,4.990100860595703
659,13.962268829345703,12.966156005859375
663,16.956090927124023,14.957666397094727
996,45.87745666503906,70.3282356262207
1325,117.2018051147461,83.86468887329102
1661,136.15131378173828,114.23945426940918
1824,151.61728858947754,155.5633544921875
1992,193.50695610046387,194.5021152496338
1993,202.45122909545898,201.04408264160156
2021,200.5605697631836,202.86202430725098
2078,221.4047908782959,218.41740608215332
2325,309.1897964477539,286.21768951416016
2655,424.44825172424316,412.9326343536377
2988,564.0013217926025,566.99538230896
3321,808.8510036468506,751.5294551849365
3651,957.4201107025146,940.0832653045654
3984,1209.233045578003,1251.6484260559082
4097,1413.1410121917725,1328.676462173462
4318,1636.8238925933838,1506.1306953430176
4550,1835.9014987945557,1752.2978782653809
4649,1869.4067001342773,1856.0070991516113
4982,2253.3857822418213,2478.6057472229004
5313,3025.4673957824707,3060.9591007232666
5427,3312.757730484009,3381.7923069000244
5645,3383.831262588501,3381.819009780884
